sbj,distractor,block,accurate,rt,first,AQ,SAS
112,1,3,1,3.2288,0,19,50
112,0,2,1,10.085,0,19,50
112,0,3,1,3.5092,0,19,50
112,0,1,1,2.7542,0,19,50
112,0,2,1,2.5942,1,19,50
112,0,3,1,2.5043,0,19,50
112,0,1,1,3.8465,0,19,50
112,0,2,1,2.9563,0,19,50
112,0,3,1,3.0133,0,19,50
112,0,1,1,3.6198,0,19,50
112,0,2,1,4.9429,0,19,50
112,0,3,1,2.3093,0,19,50
112,0,1,1,3.5609,0,19,50
112,0,2,1,3.3572,1,19,50
112,0,3,1,3.391,0,19,50
112,0,1,1,3.395,0,19,50
112,0,2,1,6.2174,0,19,50
112,0,3,1,8.7399,0,19,50
112,1,1,1,3.8862,0,19,50
112,1,2,1,2.2159,0,19,50
112,1,3,1,2.4972,0,19,50
112,0,1,1,5.6132,0,19,50
112,0,2,1,2.631,0,19,50
112,0,3,1,2.0874,0,19,50
112,0,1,1,6.7534,0,19,50
112,0,2,1,2.7874,0,19,50
112,0,3,1,2.0022,0,19,50
112,1,1,1,3.3534,0,19,50
112,1,2,1,2.4004,0,19,50
112,1,3,1,2.8231,0,19,50
112,1,1,1,4.2003,0,19,50
112,1,2,1,2.3973,0,19,50
112,1,3,1,1.6571,0,19,50
112,1,1,1,2.542,0,19,50
112,1,2,1,2.5769,0,19,50
112,1,3,1,2.619,0,19,50
112,1,1,1,4.6613,0,19,50
112,1,2,1,2.6952,0,19,50
112,1,3,1,2.1772,0,19,50
112,1,3,1,12.151,0,19,50
112,1,1,1,2.8483,0,19,50
112,1,2,1,4.2773,0,19,50
112,1,3,1,2.4879,0,19,50
112,1,1,1,9.6713,0,19,50
112,1,2,1,8.6509,0,19,50
112,1,3,1,3.213,0,19,50
112,0,1,1,10.217,0,19,50
112,0,2,1,2.6995,0,19,50
112,0,3,1,2.9381,0,19,50
112,0,1,1,4.5183,0,19,50
112,0,2,1,5.7264,0,19,50
112,0,3,1,3.7731,0,19,50
112,1,1,1,3.5264,0,19,50
112,1,2,1,2.6182,0,19,50
112,1,3,1,2.3578,0,19,50
112,0,1,1,6.1694,0,19,50
112,0,2,1,2.5878,1,19,50
112,0,3,1,2.3532,0,19,50
112,0,1,1,4.8924,0,19,50
112,0,2,1,3.9891,0,19,50
112,0,3,1,2.5593,0,19,50
112,0,1,1,5.6813,0,19,50
112,0,2,1,4.5573,0,19,50
112,0,3,1,2.4993,0,19,50
112,1,1,1,16.389,0,19,50
112,1,2,1,3.0124,0,19,50
112,1,3,1,2.1053,0,19,50
112,0,1,1,2.7004,1,19,50
112,0,2,1,2.4987,0,19,50
112,0,3,1,2.7137,0,19,50
112,1,1,1,3.0923,0,19,50
112,1,2,1,3.1801,0,19,50
112,1,3,1,2.6363,1,19,50
112,0,1,1,4.6599,0,19,50
112,0,2,1,8.8613,0,19,50
112,0,3,1,2.304,0,19,50
112,0,1,1,2.2219,1,19,50
112,0,2,1,2.5849,1,19,50
112,0,3,1,2.623,1,19,50
112,1,1,1,7.4453,0,19,50
112,1,2,1,4.0623,0,19,50
112,1,3,1,2.6836,0,19,50
112,1,1,1,9.6706,0,19,50
112,0,1,1,2.3401,0,19,50
112,0,2,1,3.2442,0,19,50
112,0,3,1,2.4581,0,19,50
112,0,1,1,3.6514,0,19,50
112,0,2,1,3.2383,0,19,50
112,0,3,1,3.0646,0,19,50
112,1,1,1,4.905,0,19,50
112,1,2,1,2.8803,0,19,50
112,1,3,1,2.9529,0,19,50
112,1,1,1,4.7434,0,19,50
112,1,2,1,3.5755,0,19,50
112,1,3,1,3.2184,0,19,50
112,0,1,1,3.0163,0,19,50
112,0,2,1,2.9524,1,19,50
112,0,3,1,3.0445,0,19,50
112,1,1,1,2.9143,1,19,50
112,1,2,1,3.5952,0,19,50
112,1,3,1,4.3611,0,19,50
112,1,1,1,2.4022,0,19,50
112,1,2,1,3.7344,0,19,50
112,1,3,1,2.8293,0,19,50
112,1,1,1,3.6661,0,19,50
112,1,2,1,4.0574,0,19,50
112,1,3,1,3.1613,0,19,50
112,1,1,1,4.6387,0,19,50
112,1,2,1,4.0293,0,19,50
112,1,3,1,2.4042,0,19,50
112,1,1,1,4.3969,0,19,50
112,1,2,1,4.846,0,19,50
112,1,3,1,2.5284,0,19,50
112,0,1,1,2.5588,0,19,50
112,0,2,1,2.6471,0,19,50
112,0,3,1,2.5533,0,19,50
112,1,1,1,10.427,0,19,50
112,1,2,1,2.9209,0,19,50
112,1,3,1,2.2886,0,19,50
112,0,1,1,19.42,0,19,50
112,0,2,1,2.3262,0,19,50
112,0,3,1,2.2899,0,19,50
112,0,1,1,14.512,0,19,50
112,0,2,1,4.3392,0,19,50
112,0,3,1,2.8247,1,19,50
112,1,1,1,4.6762,0,19,50
112,1,2,1,3.3483,0,19,50
112,1,3,1,2.2314,0,19,50
112,1,1,1,4.3984,0,19,50
112,1,2,1,2.4564,0,19,50
112,1,3,1,2.9285,0,19,50
112,1,1,1,2.8753,0,19,50
112,1,2,1,2.5181,0,19,50
112,1,3,1,2.5484,0,19,50
112,1,1,1,9.0902,0,19,50
112,1,3,1,6.9648,0,19,50
112,0,1,1,5.4117,0,19,50
112,0,2,1,2.7977,0,19,50
112,0,3,1,2.8684,0,19,50
112,1,1,1,4.1482,0,19,50
112,1,2,1,5.5158,1,19,50
112,1,3,1,1.9029,0,19,50
112,1,1,1,2.7743,0,19,50
112,1,2,1,2.7774,0,19,50
112,1,3,1,2.387,0,19,50
112,1,1,1,5.6744,0,19,50
112,1,2,1,4.3233,0,19,50
112,1,3,1,2.4533,0,19,50
112,1,1,1,4.7488,0,19,50
112,1,2,1,11.521,0,19,50
112,1,3,1,2.039,0,19,50
112,0,1,1,8.1582,0,19,50
112,0,2,1,2.515,0,19,50
112,0,3,1,2.0722,0,19,50
112,0,1,1,7.0943,0,19,50
112,0,2,1,2.2082,0,19,50
112,0,3,1,2.531,0,19,50
112,0,1,1,6.5963,0,19,50
112,0,2,1,6.419,0,19,50
112,0,3,1,2.1884,0,19,50
112,1,1,1,4.0664,0,19,50
112,1,2,1,3.1941,0,19,50
112,1,3,1,2.4032,0,19,50
112,1,1,1,3.5825,1,19,50
112,1,2,1,3.0135,0,19,50
112,1,3,1,2.7898,1,19,50
112,0,1,1,4.2749,0,19,50
112,0,2,1,3.057,0,19,50
112,0,3,1,2.9401,0,19,50
112,1,1,1,4.1419,0,19,50
112,1,2,1,3.0753,0,19,50
112,1,3,1,2.5313,0,19,50
112,1,1,1,3.0982,0,19,50
112,1,2,1,3.006,0,19,50
112,1,3,1,2.1653,0,19,50
112,1,1,1,6.8101,0,19,50
112,1,2,1,3.2714,0,19,50
112,1,3,1,3.2797,0,19,50
112,0,1,1,3.1862,0,19,50
112,0,2,1,2.6929,0,19,50
112,0,3,1,2.1402,0,19,50
113,0,1,1,2.361,0,18,15
113,0,2,1,2.029,0,18,15
113,0,3,1,1.714,0,18,15
113,1,1,1,2.8644,0,18,15
113,1,2,1,1.4938,0,18,15
113,1,3,1,1.4146,0,18,15
113,1,1,1,5.29,0,18,15
113,1,2,1,2.8212,0,18,15
113,1,3,1,2.3283,0,18,15
113,1,1,1,2.4772,0,18,15
113,1,2,1,2.4692,0,18,15
113,1,3,1,2.2483,0,18,15
113,1,1,1,2.5184,0,18,15
113,1,2,1,2.659,0,18,15
113,1,3,1,2.1313,0,18,15
113,1,1,1,2.8856,0,18,15
113,1,2,1,1.6729,0,18,15
113,1,3,1,1.4681,0,18,15
113,1,1,1,10.563,1,18,15
113,1,2,1,4.1512,0,18,15
113,1,3,1,2.1834,0,18,15
113,1,1,1,2.5262,0,18,15
113,1,2,1,2.4972,0,18,15
113,1,3,1,1.5203,0,18,15
113,1,1,1,3.0879,0,18,15
113,1,2,1,3.2642,0,18,15
113,1,3,1,2.2282,0,18,15
113,1,1,1,3.1774,0,18,15
113,1,2,1,3.2083,0,18,15
113,1,3,1,2.274,0,18,15
113,0,1,1,3.668,0,18,15
113,0,2,1,1.9902,0,18,15
113,0,3,1,2.3753,0,18,15
113,1,1,1,3.1353,0,18,15
113,1,2,1,1.7214,0,18,15
113,1,3,1,1.9144,NaN,18,15
113,1,1,1,2.3423,0,18,15
113,1,2,1,3.8463,0,18,15
113,1,3,1,3.2364,0,18,15
113,0,1,1,3.7432,0,18,15
113,0,2,1,2.8202,0,18,15
113,0,3,1,2.2163,0,18,15
113,0,1,1,2.9483,1,18,15
113,0,2,1,2.7133,0,18,15
113,0,3,1,2.016,NaN,18,15
113,0,1,1,2.7102,0,18,15
113,0,2,1,2.7133,0,18,15
113,0,3,1,1.9864,1,18,15
113,1,1,1,2.6252,1,18,15
113,1,2,1,2.9752,0,18,15
113,1,3,1,2.6774,0,18,15
113,0,1,1,2.4633,0,18,15
113,0,2,1,1.8954,0,18,15
113,0,3,1,2.151,0,18,15
113,1,1,1,6.617,0,18,15
113,1,2,1,1.6841,0,18,15
113,1,3,1,1.6463,0,18,15
113,1,1,1,6.1442,0,18,15
113,1,2,1,2.0263,0,18,15
113,1,3,1,1.48,0,18,15
113,1,1,1,3.3564,0,18,15
113,1,2,1,1.8092,1,18,15
113,1,3,1,1.6736,1,18,15
113,1,1,1,2.4233,0,18,15
113,1,2,1,1.9454,0,18,15
113,1,3,1,1.7097,0,18,15
113,1,1,1,2.8962,0,18,15
113,1,2,1,2.0713,1,18,15
113,1,3,1,1.4413,0,18,15
113,1,1,1,4.729,1,18,15
113,1,2,1,3.4172,0,18,15
113,1,3,1,2.5365,0,18,15
113,0,1,1,3.615,0,18,15
113,0,2,1,3.3081,0,18,15
113,0,3,1,3.6409,0,18,15
113,1,1,1,2.468,1,18,15
113,1,2,1,3.9599,0,18,15
113,1,3,1,2.5903,1,18,15
113,1,1,1,2.2718,0,18,15
113,1,2,1,2.3599,0,18,15
113,1,3,1,1.9401,0,18,15
113,0,1,1,3.3761,0,18,15
113,0,2,1,2.7932,0,18,15
113,0,3,1,2.3933,0,18,15
113,0,1,1,3.2662,1,18,15
113,0,2,1,5.5771,1,18,15
113,0,3,1,1.5302,0,18,15
113,0,1,1,1.9775,1,18,15
113,0,2,1,2.489,0,18,15
113,0,3,1,1.6953,0,18,15
113,0,1,1,3.0483,0,18,15
113,0,2,1,3.1199,0,18,15
113,0,3,1,1.6663,0,18,15
113,0,1,1,2.4922,0,18,15
113,0,2,1,1.912,0,18,15
113,0,3,1,2.3809,0,18,15
113,0,1,1,2.3824,0,18,15
113,0,2,1,2.1474,0,18,15
113,0,3,1,2.2072,0,18,15
113,0,1,1,3.8171,0,18,15
113,0,2,1,2.9376,0,18,15
113,0,3,1,2.3143,0,18,15
113,1,1,1,3.6443,0,18,15
113,1,2,1,1.6863,0,18,15
113,1,3,1,2.1353,0,18,15
113,1,1,1,2.9481,0,18,15
113,1,2,1,4.3172,1,18,15
113,0,1,1,1.9062,0,18,15
113,0,2,1,2.1937,0,18,15
113,0,3,1,1.6054,0,18,15
113,1,1,1,2.5339,0,18,15
113,1,2,1,2.0842,0,18,15
113,1,3,1,1.9212,0,18,15
113,1,1,1,3.3083,0,18,15
113,1,2,1,1.4825,0,18,15
113,1,3,1,1.4963,0,18,15
113,1,1,1,2.1043,0,18,15
113,1,2,1,1.7323,0,18,15
113,1,3,1,3.0403,0,18,15
113,0,1,1,7.5865,0,18,15
113,0,2,1,8.0561,0,18,15
113,0,3,1,6.4473,0,18,15
113,1,1,1,3.4233,0,18,15
113,1,2,1,2.3083,NaN,18,15
113,1,3,1,2.0443,0,18,15
113,0,1,1,4.7012,0,18,15
113,0,2,1,2.7511,0,18,15
113,0,3,1,2.2414,0,18,15
113,1,1,1,4.2003,0,18,15
113,1,2,1,2.8173,0,18,15
113,1,3,1,4.0292,0,18,15
113,1,1,1,5.7032,1,18,15
113,1,2,1,2.7603,1,18,15
113,1,3,1,5.6843,0,18,15
113,0,1,1,2.7281,1,18,15
113,0,2,1,3.5662,1,18,15
113,0,3,1,1.7762,0,18,15
113,0,1,1,7.3872,0,18,15
113,0,2,1,1.5763,0,18,15
113,0,3,1,1.6773,0,18,15
113,1,1,1,3.9201,0,18,15
113,1,2,1,3.3394,0,18,15
113,1,3,1,2.5129,0,18,15
113,1,1,1,3.3413,0,18,15
113,1,2,1,1.9371,0,18,15
113,1,3,1,2.7143,0,18,15
113,0,1,1,7.3673,0,18,15
113,0,2,1,1.8503,0,18,15
113,0,3,1,1.8252,0,18,15
113,0,1,1,9.1001,0,18,15
113,0,2,1,5.0073,0,18,15
113,0,3,1,1.6962,0,18,15
113,1,1,1,5.3373,0,18,15
113,1,2,1,14.267,1,18,15
113,1,3,1,2.7731,1,18,15
113,0,1,1,4.0485,0,18,15
113,0,2,1,3.264,0,18,15
113,0,3,1,3.8602,0,18,15
113,0,1,1,4.2693,NaN,18,15
113,0,2,1,5.3217,0,18,15
113,0,3,1,2.7683,1,18,15
113,0,2,1,2.0262,0,18,15
113,0,3,1,1.8817,1,18,15
113,0,1,1,2.8822,1,18,15
113,0,2,1,2.6484,0,18,15
113,0,3,1,3.4682,1,18,15
113,0,1,1,3.7793,0,18,15
113,0,2,1,2.3903,0,18,15
113,0,3,1,2.1121,0,18,15
113,1,1,1,2.6152,0,18,15
113,1,2,1,2.5043,1,18,15
113,1,3,1,2.1083,0,18,15
113,0,1,1,3.4962,0,18,15
113,0,2,1,3.0444,1,18,15
113,0,3,1,2.4953,1,18,15
113,1,1,1,4.2983,0,18,15
113,1,2,1,2.4173,0,18,15
113,1,3,1,2.1499,0,18,15
113,1,1,1,2.3943,0,18,15
113,1,2,1,2.3434,0,18,15
113,0,1,1,6.2771,0,18,15
113,0,2,1,2.1754,0,18,15
113,0,3,1,2.6362,0,18,15
113,0,2,1,6.1822,0,18,15
113,0,3,1,4.4033,0,18,15
113,0,1,1,3.0162,0,18,15
113,0,2,1,3.206,0,18,15
113,0,3,1,2.3911,0,18,15
113,0,1,1,2.5974,1,18,15
113,0,2,1,1.7073,0,18,15
113,0,3,1,1.9923,0,18,15
113,1,1,1,3.039,0,18,15
113,1,2,1,1.6942,0,18,15
113,1,3,1,2.1044,0,18,15
113,0,3,1,12.523,1,18,15
113,0,1,1,4.9037,NaN,18,15
113,0,2,1,2.2763,0,18,15
113,0,3,1,1.9884,NaN,18,15
113,0,1,1,2.5693,0,18,15
113,0,2,1,2.3771,0,18,15
113,0,3,1,1.6659,0,18,15
113,0,1,1,3.4185,0,18,15
113,0,2,1,3.0044,0,18,15
113,0,3,1,2.1532,0,18,15
113,1,1,1,5.1991,0,18,15
113,1,2,1,2.6665,0,18,15
113,1,3,1,3.1103,0,18,15
113,1,1,1,1.9883,0,18,15
113,1,2,1,2.7954,0,18,15
113,1,3,1,2.1453,1,18,15
113,1,1,1,2.5881,0,18,15
113,1,2,1,2.1243,0,18,15
113,1,3,1,1.7764,0,18,15
113,0,1,1,3.8553,0,18,15
113,0,2,1,3.0775,1,18,15
113,0,3,1,4.2092,0,18,15
113,0,1,1,3.6433,0,18,15
113,0,2,1,3.651,0,18,15
113,0,3,1,5.0023,0,18,15
113,1,1,1,6.8213,0,18,15
113,1,2,1,2.6553,0,18,15
113,1,3,1,1.6274,0,18,15
113,0,1,1,3.2783,0,18,15
113,0,2,1,2.3979,0,18,15
113,0,3,1,1.8633,NaN,18,15
113,0,1,1,1.8693,0,18,15
113,0,2,1,2.9161,0,18,15
113,0,3,1,1.3802,0,18,15
113,0,1,1,8.4352,0,18,15
113,0,2,1,11.751,0,18,15
113,0,3,1,2.8515,0,18,15
113,1,1,1,1.5953,1,18,15
113,1,2,1,1.6974,0,18,15
113,1,3,1,2.0694,0,18,15
114,0,1,1,19.167,0,26,51
114,0,2,1,14.127,0,26,51
114,0,3,1,1.8276,0,26,51
114,1,1,1,5.5836,0,26,51
114,1,2,1,4.7067,0,26,51
114,1,3,1,3.9035,1,26,51
114,1,1,1,3.6063,0,26,51
114,1,2,1,2.6676,0,26,51
114,1,3,1,11.589,0,26,51
114,1,1,1,10.948,1,26,51
114,1,2,1,3.5347,1,26,51
114,1,3,1,2.3668,NaN,26,51
114,1,1,1,3.1549,0,26,51
114,1,2,1,4.0552,0,26,51
114,1,3,1,1.6646,0,26,51
114,1,1,1,9.2405,0,26,51
114,1,2,1,1.6213,1,26,51
114,1,3,1,1.9766,NaN,26,51
114,1,1,1,11.53,0,26,51
114,1,2,1,2.0657,0,26,51
114,1,3,1,2.6308,NaN,26,51
114,1,1,1,4.0285,0,26,51
114,1,2,1,2.0737,0,26,51
114,1,3,1,1.5395,0,26,51
114,1,1,1,5.5456,0,26,51
114,1,2,1,4.1825,0,26,51
114,1,3,1,6.5955,0,26,51
114,1,1,1,4.2165,0,26,51
114,1,2,1,2.0655,1,26,51
114,1,3,1,1.8455,NaN,26,51
114,0,1,1,6.4996,0,26,51
114,0,2,1,4.2357,0,26,51
114,0,3,1,1.4164,0,26,51
114,1,1,1,4.3512,0,26,51
114,1,2,1,2.0187,0,26,51
114,1,3,1,1.7966,NaN,26,51
114,1,1,1,2.3267,0,26,51
114,1,2,1,1.8916,0,26,51
114,1,3,1,1.7822,0,26,51
114,0,1,1,2.2505,1,26,51
114,0,2,1,1.7953,1,26,51
114,0,3,1,1.2826,0,26,51
114,0,1,1,6.5714,0,26,51
114,0,2,1,2.8747,1,26,51
114,0,3,1,1.8358,0,26,51
114,0,1,1,3.4184,0,26,51
114,0,2,1,1.8163,1,26,51
114,0,3,1,1.6551,0,26,51
114,1,1,1,4.4035,1,26,51
114,1,2,1,2.1997,0,26,51
114,1,3,1,1.9637,0,26,51
114,0,1,1,2.5556,0,26,51
114,0,2,1,3.2235,0,26,51
114,0,3,1,1.5257,0,26,51
114,1,1,1,13.396,1,26,51
114,1,2,1,2.1983,0,26,51
114,1,3,1,1.8882,NaN,26,51
114,1,1,1,2.1131,0,26,51
114,1,2,1,1.9197,0,26,51
114,1,3,1,1.7693,0,26,51
114,1,1,1,2.4601,0,26,51
114,1,2,1,2.6657,0,26,51
114,1,3,1,2.7546,0,26,51
114,1,1,1,2.4286,0,26,51
114,1,2,1,2.2325,0,26,51
114,1,3,1,1.8356,0,26,51
114,1,1,1,3.4422,1,26,51
114,1,2,1,3.3062,0,26,51
114,1,3,1,2.7687,0,26,51
114,1,2,1,4.1741,0,26,51
114,1,3,1,2.1377,0,26,51
114,0,1,1,2.2824,0,26,51
114,0,2,1,1.6356,0,26,51
114,0,3,1,2.6944,0,26,51
114,1,1,1,3.9633,0,26,51
114,1,2,1,2.0436,0,26,51
114,1,3,1,2.5226,0,26,51
114,1,1,1,10.02,0,26,51
114,1,2,1,2.0207,0,26,51
114,1,3,1,1.6546,0,26,51
114,0,1,1,3.4114,0,26,51
114,0,2,1,2.5617,0,26,51
114,0,3,1,2.4578,NaN,26,51
114,0,1,1,7.2345,0,26,51
114,0,2,1,1.7767,0,26,51
114,0,3,1,1.5344,1,26,51
114,0,1,1,4.4405,1,26,51
114,0,2,1,2.3394,1,26,51
114,0,3,1,1.7946,0,26,51
114,0,1,1,2.231,0,26,51
114,0,2,1,1.9632,0,26,51
114,0,3,1,1.6737,0,26,51
114,0,2,1,4.8786,0,26,51
114,0,3,1,1.7237,0,26,51
114,0,1,1,1.8675,0,26,51
114,0,2,1,2.0097,1,26,51
114,0,3,1,1.1894,0,26,51
114,0,1,1,10.951,0,26,51
114,0,2,1,1.7567,0,26,51
114,0,3,1,1.4398,NaN,26,51
114,1,1,1,9.8345,1,26,51
114,1,2,1,12.473,0,26,51
114,1,3,1,1.4627,0,26,51
114,1,1,1,3.2281,1,26,51
114,1,2,1,2.7501,0,26,51
114,1,3,1,3.3834,1,26,51
114,0,1,1,2.6906,0,26,51
114,0,2,1,5.9696,0,26,51
114,0,3,1,1.4954,0,26,51
114,1,1,1,2.3471,0,26,51
114,1,2,1,2.4797,0,26,51
114,1,3,1,1.6786,0,26,51
114,1,1,1,3.9121,0,26,51
114,1,2,1,3.3533,0,26,51
114,1,3,1,1.7827,0,26,51
114,1,1,1,2.4255,0,26,51
114,1,2,1,1.8883,0,26,51
114,1,3,1,1.5613,NaN,26,51
114,0,1,1,1.9693,1,26,51
114,0,2,1,2.9236,0,26,51
114,0,3,1,1.6838,NaN,26,51
114,1,1,1,5.1702,1,26,51
114,1,2,1,3.9119,0,26,51
114,1,3,1,1.6552,0,26,51
114,0,1,1,2.6507,1,26,51
114,0,2,1,1.8026,0,26,51
114,0,3,1,2.1201,0,26,51
114,1,1,1,15.165,0,26,51
114,1,2,1,2.4098,0,26,51
114,1,3,1,1.5387,0,26,51
114,1,1,1,2.0985,0,26,51
114,1,2,1,2.3261,0,26,51
114,1,3,1,2.0515,1,26,51
114,0,1,1,6.6766,1,26,51
114,0,2,1,8.4915,0,26,51
114,0,3,1,1.9605,0,26,51
114,0,1,1,9.0276,0,26,51
114,0,2,1,3.2996,0,26,51
114,0,3,1,1.9678,0,26,51
114,1,1,1,3.2525,0,26,51
114,1,2,1,2.7226,0,26,51
114,1,3,1,2.9607,0,26,51
114,1,1,1,3.8076,0,26,51
114,1,2,1,2.6344,0,26,51
114,1,3,1,1.9059,0,26,51
114,0,1,1,2.4836,0,26,51
114,0,2,1,2.3513,0,26,51
114,0,3,1,1.6769,0,26,51
114,0,1,1,4.8852,0,26,51
114,0,2,1,2.5587,0,26,51
114,0,3,1,1.6251,0,26,51
114,1,1,1,2.0076,0,26,51
114,1,2,1,2.2656,0,26,51
114,1,3,1,1.8037,0,26,51
114,0,1,1,2.5239,1,26,51
114,0,2,1,2.7433,0,26,51
114,0,3,1,1.8976,0,26,51
114,0,1,1,2.5296,NaN,26,51
114,0,2,1,3.5973,1,26,51
114,0,3,1,1.7357,0,26,51
114,0,1,1,4.083,1,26,51
114,0,2,1,5.9285,1,26,51
114,0,3,1,1.8806,0,26,51
114,0,1,1,4.1266,0,26,51
114,0,2,1,2.4653,0,26,51
114,0,3,1,1.8663,0,26,51
114,0,1,1,6.561,0,26,51
114,0,2,1,1.5627,0,26,51
114,0,3,1,1.6262,0,26,51
114,1,1,1,3.5535,0,26,51
114,1,2,1,2.3986,0,26,51
114,1,3,1,1.7503,0,26,51
114,0,2,1,3.1014,0,26,51
114,0,3,1,1.9846,0,26,51
114,1,1,1,4.3816,0,26,51
114,1,2,1,2.0547,0,26,51
114,1,3,1,1.9497,NaN,26,51
114,1,1,1,1.9318,0,26,51
114,1,2,1,9.4406,1,26,51
114,1,3,1,1.6357,0,26,51
114,0,1,1,2.0725,0,26,51
114,0,2,1,1.8556,0,26,51
114,0,3,1,2.5625,1,26,51
114,0,1,1,2.2196,0,26,51
114,0,2,1,2.2522,0,26,51
114,0,3,1,2.67,0,26,51
114,0,1,1,5.1318,0,26,51
114,0,2,1,3.7446,0,26,51
114,0,3,1,1.8935,0,26,51
114,0,1,1,4.3596,0,26,51
114,0,2,1,2.2533,0,26,51
114,0,3,1,1.9785,0,26,51
114,1,1,1,9.8895,0,26,51
114,1,2,1,2.1417,0,26,51
114,1,3,1,1.9157,0,26,51
114,0,1,1,10.229,0,26,51
114,0,2,1,2.6957,0,26,51
114,0,3,1,1.8357,0,26,51
114,0,1,1,2.3075,0,26,51
114,0,2,1,2.3325,0,26,51
114,0,3,1,2.2386,0,26,51
114,0,1,1,1.8022,0,26,51
114,0,2,1,2.3996,0,26,51
114,0,3,1,1.4655,NaN,26,51
114,0,1,1,8.297,0,26,51
114,0,2,1,1.728,0,26,51
114,0,3,1,1.6615,0,26,51
114,1,1,1,5.5804,0,26,51
114,1,2,1,2.0381,0,26,51
114,1,3,1,1.8024,0,26,51
114,1,1,1,6.9172,0,26,51
114,1,2,1,2.6317,0,26,51
114,1,3,1,1.4916,0,26,51
114,1,1,1,3.2177,0,26,51
114,1,2,1,2.0036,NaN,26,51
114,1,3,1,1.7017,NaN,26,51
114,0,1,1,3.0864,0,26,51
114,0,2,1,2.339,0,26,51
114,0,3,1,2.0083,0,26,51
114,0,1,1,12.577,1,26,51
114,0,2,1,2.3903,0,26,51
114,0,3,1,1.7817,0,26,51
114,1,1,1,4.2817,0,26,51
114,1,2,1,2.3246000000000002,0,26,51
114,1,3,1,1.6436,0,26,51
114,0,1,1,2.6896,0,26,51
114,0,2,1,1.8085,0,26,51
114,0,3,1,1.6077,NaN,26,51
114,0,1,1,4.1381,0,26,51
114,0,2,1,1.756,0,26,51
114,0,3,1,1.3836,0,26,51
114,0,1,1,15.279,0,26,51
114,0,2,1,2.6636,0,26,51
114,0,3,1,1.8586,0,26,51
114,1,1,1,4.4758,0,26,51
114,1,2,1,3.5026,0,26,51
114,1,3,1,1.5596,0,26,51
115,0,1,1,11.213,0,16,27
115,0,2,1,5.0099,0,16,27
115,0,3,1,1.7935,0,16,27
115,1,1,1,11.451,0,16,27
115,1,2,1,3.6746,0,16,27
115,1,3,1,2.9306,0,16,27
115,1,1,1,3.9903,0,16,27
115,1,2,1,2.1379,0,16,27
115,1,3,1,2.6373,0,16,27
115,1,1,1,4.3936,0,16,27
115,1,2,1,2.8696,0,16,27
115,1,3,1,3.4825,0,16,27
115,1,1,1,3.1935,1,16,27
115,1,2,1,2.6366,1,16,27
115,1,3,1,3.6607,1,16,27
115,1,1,1,6.8206,0,16,27
115,1,2,1,3.2955,0,16,27
115,1,3,1,1.5886,0,16,27
115,1,1,1,16.935,0,16,27
115,1,2,1,1.8742,1,16,27
115,1,3,1,2.5405,0,16,27
115,1,1,1,5.2005,0,16,27
115,1,2,1,4.0845,0,16,27
115,1,3,1,2.5912,0,16,27
115,1,1,1,3.8856,0,16,27
115,1,2,1,3.3006,0,16,27
115,1,3,1,3.8765,0,16,27
115,1,1,1,2.3999,0,16,27
115,1,2,1,3.0601,0,16,27
115,1,3,1,3.9631,0,16,27
115,0,1,1,4.5723,0,16,27
115,0,2,1,3.2862,1,16,27
115,0,3,1,2.4876,0,16,27
115,1,1,1,3.6326,0,16,27
115,1,2,1,2.9716,0,16,27
115,1,3,1,2.1751,0,16,27
115,1,1,1,9.5273,0,16,27
115,1,2,1,5.782,1,16,27
115,1,3,1,2.6544,0,16,27
115,0,1,1,10.582,0,16,27
115,0,2,1,3.6044,0,16,27
115,0,3,1,1.9746,0,16,27
115,0,1,1,2.9545,0,16,27
115,0,2,1,2.0498,0,16,27
115,0,3,1,2.2075,0,16,27
115,0,1,1,3.7353,1,16,27
115,0,2,1,2.1975,0,16,27
115,0,3,1,2.8035,0,16,27
115,1,1,1,6.0434,1,16,27
115,1,2,1,3.693,0,16,27
115,1,3,1,2.5475,0,16,27
115,0,1,1,3.2346,0,16,27
115,0,2,1,3.0204,0,16,27
115,0,3,1,2.1137,0,16,27
115,1,1,1,9.4291,1,16,27
115,1,2,1,3.5989,1,16,27
115,1,3,1,2.5213,0,16,27
115,1,1,1,6.8675,0,16,27
115,1,2,1,2.3011,0,16,27
115,1,3,1,2.3075,0,16,27
115,1,1,1,7.8785,0,16,27
115,1,2,1,3.0592,1,16,27
115,1,3,1,3.6945,0,16,27
115,1,1,1,4.7034,1,16,27
115,1,2,1,2.5401,0,16,27
115,1,3,1,2.2586,0,16,27
115,1,1,1,5.7744,1,16,27
115,1,2,1,2.9822,1,16,27
115,1,3,1,2.1906,1,16,27
115,1,1,1,6.0748,0,16,27
115,1,2,1,5.2265,1,16,27
115,1,3,1,4.5264,1,16,27
115,0,1,1,5.6595,0,16,27
115,0,2,1,4.8033,0,16,27
115,0,3,1,1.6052,0,16,27
115,1,1,1,4.9476,0,16,27
115,1,2,1,3.5163,0,16,27
115,1,3,1,2.9146,1,16,27
115,1,1,1,4.2412,1,16,27
115,1,2,1,2.7056,1,16,27
115,1,3,1,3.7625,0,16,27
115,0,1,1,5.7803,0,16,27
115,0,2,1,3.011,0,16,27
115,0,3,1,2.5404,0,16,27
